,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Dealer_Region
170,2022-01-13,Male,13500.0,Scrivener Performance Engineering,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82000,38701-8047,Passenger,Greenville
171,2022-01-13,Female,13500.0,Star Enterprises Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,99301-3882,Sedan,Pasco
172,2022-01-13,Male,626800.0,Nebo Chevrolet,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,11800,06457-3834,Hardtop,Austin
173,2022-01-13,Male,2115000.0,Star Enterprises Inc,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27500,99301-3882,Hatchback,Pasco
174,2022-01-13,Male,2810000.0,Suburban Ford,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,53546-9427,Passenger,Janesville
175,2022-01-13,Male,13500.0,Tri-State Mack Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,85257-3102,Passenger,Scottsdale
176,2022-01-13,Male,13500.0,U-Haul CO,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Passenger,Austin
177,2022-01-13,Male,1589000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16900,99301-3882,Passenger,Pasco
178,2022-01-13,Male,1385000.0,Progressive Shippers Cooperative Association No,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,53546-9427,Passenger,Janesville
179,2022-01-13,Male,2000000.0,Rabun Used Car Sales,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,85257-3102,Hatchback,Scottsdale
180,2022-01-13,Male,951000.0,Race Car Help,Toyota,Sienna,Overhead Camshaft,Manual,Black,16000,78758-7841,Passenger,Austin
181,2022-01-13,Male,1390000.0,Race Car Help,Volvo,S70,Overhead Camshaft,Manual,Black,22000,78758-7841,Hardtop,Austin
182,2022-01-13,Male,2320000.0,U-Haul CO,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,78758-7841,Hatchback,Middletown
183,2022-01-13,Female,2752000.0,Progressive Shippers Cooperative Association No,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14200,53546-9427,SUV,Aurora
184,2022-01-13,Male,655000.0,Rabun Used Car Sales,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,85257-3102,Sedan,Greenville
185,2022-01-17,Male,890000.0,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,19000,38701-8047,Hatchback,Greenville
186,2022-01-17,Male,1330000.0,Hatfield Volkswagen,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,Hatchback,Pasco
187,2022-01-17,Male,13500.0,Iceberg Rentals,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,53546-9427,Passenger,Janesville
188,2022-01-17,Male,900000.0,McKinney Dodge Chrysler Jeep,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,Scottsdale
189,2022-01-17,Male,570000.0,Tri-State Mack Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Sedan,Scottsdale
190,2022-01-17,Male,715000.0,U-Haul CO,Audi,A6,Overhead Camshaft,Manual,Black,25000,78758-7841,SUV,Austin
191,2022-01-17,Female,630000.0,Progressive Shippers Cooperative Association No,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Sedan,Janesville
192,2022-01-17,Female,700500.0,Rabun Used Car Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39500,85257-3102,SUV,Scottsdale
193,2022-01-17,Male,2130000.0,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,Middletown
194,2022-01-17,Male,13500.0,C & M Motors Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,60504-7114,SUV,Aurora
195,2022-01-17,Male,2950000.0,Capitol KIA,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,38701-8047,Hatchback,Greenville
196,2022-01-17,Male,2150000.0,Chrysler of Tri-Cities,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,SUV,Pasco
197,2022-01-17,Female,1700000.0,Ryder Truck Rental and Leasing,Ford,Mustang,Overhead Camshaft,Manual,Black,22000,06457-3834,Hatchback,Middletown
198,2022-01-17,Male,13500.0,Saab-Belle Dodge,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,60504-7114,SUV,Aurora
199,2022-01-17,Male,1540000.0,Scrivener Performance Engineering,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21000,38701-8047,Passenger,Greenville
200,2022-01-17,Male,1300000.0,Star Enterprises Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,99301-3882,Passenger,Pasco
201,2022-01-17,Male,960000.0,Race Car Help,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,Pasco
202,2022-01-17,Male,13500.0,Ryder Truck Rental and Leasing,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,SUV,Janesville
203,2022-01-17,Male,1810000.0,Saab-Belle Dodge,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Hatchback,Scottsdale
204,2022-01-17,Male,1130000.0,Ryder Truck Rental and Leasing,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,06457-3834,Hardtop,Middletown
205,2022-01-19,Male,1090000.0,Motor Vehicle Branch Office,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,78758-7841,Sedan,Austin
206,2022-01-19,Male,500000.0,Nebo Chevrolet,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,Middletown
207,2022-01-19,Female,1700000.0,Race Car Help,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16000,78758-7841,Sedan,Austin
208,2022-01-19,Male,860000.0,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,06457-3834,Hatchback,Middletown
209,2022-01-19,Male,13500.0,Chrysler Plymouth,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Hatchback,Janesville
210,2022-01-19,Male,2035000.0,Classic Chevy,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13500,85257-3102,Hatchback,Scottsdale
211,2022-01-19,Male,1372500.0,Suburban Ford,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9250,53546-9427,Passenger,Janesville
212,2022-01-19,Male,1800000.0,Tri-State Mack Inc,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,Scottsdale
213,2022-01-19,Male,1250000.0,Star Enterprises Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,99301-3882,Hatchback,Middletown
214,2022-01-19,Male,1175000.0,Suburban Ford,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,29500,53546-9427,Sedan,Aurora
215,2022-01-21,Male,1100000.0,New Castle Ford Lincoln Mercury,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,Aurora
216,2022-01-21,Male,1315000.0,Pars Auto Sales,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,38701-8047,Hatchback,Greenville
217,2022-01-21,Female,480000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,99301-3882,SUV,Pasco
218,2022-01-21,Female,423500.0,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,53546-9427,SUV,Janesville
219,2022-01-21,Female,13500.0,Rabun Used Car Sales,BMW,528i,Overhead Camshaft,Manual,Black,21000,85257-3102,SUV,Scottsdale
220,2022-01-21,Male,13500.0,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,60504-7114,SUV,Aurora
221,2022-01-21,Male,653000.0,Scrivener Performance Engineering,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,11000,38701-8047,Passenger,Greenville
222,2022-01-21,Male,13500.0,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Hatchback,Pasco
223,2022-01-21,Male,2862000.0,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21200,53546-9427,Sedan,Janesville
224,2022-01-21,Male,2180000.0,Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,85257-3102,Hatchback,Scottsdale
225,2022-01-21,Male,13500.0,Clay Johnson Auto Sales,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Passenger,Austin
226,2022-01-21,Male,1500000.0,Diehl Motor CO Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,06457-3834,Hatchback,Middletown
227,2022-01-21,Male,1190000.0,Enterprise Rent A Car,Volvo,S40,Overhead Camshaft,Manual,Black,36000,60504-7114,Sedan,Aurora
228,2022-01-21,Female,920000.0,Gartner Buick Hyundai Saab,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,Sedan,Greenville
229,2022-01-21,Male,320000.0,Hatfield Volkswagen,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,99301-3882,Hatchback,Pasco
230,2022-01-21,Male,690000.0,Chrysler Plymouth,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,53546-9427,Hardtop,Janesville
231,2022-01-21,Male,13500.0,Diehl Motor CO Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hardtop,Middletown
232,2022-01-21,Male,905000.0,Rabun Used Car Sales,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Passenger,Scottsdale
233,2022-01-21,Male,13500.0,Race Car Help,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Passenger,Austin
234,2022-01-21,Female,1180000.0,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Hatchback,Middletown
235,2022-01-21,Male,800000.0,Tri-State Mack Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,85257-3102,SUV,Greenville
236,2022-01-21,Male,1225000.0,U-Haul CO,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23500,78758-7841,SUV,Pasco
237,2022-01-21,Female,1200000.0,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Passenger,Janesville
238,2022-01-21,Male,13500.0,C & M Motors Inc,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,Hatchback,Scottsdale
239,2022-01-21,Male,1350000.0,Star Enterprises Inc,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,Pasco
240,2022-01-23,Male,426000.0,Race Car Help,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,78758-7841,Sedan,Austin
241,2022-01-23,Male,1447500.0,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60750,06457-3834,Sedan,Middletown
242,2022-01-23,Male,770000.0,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hardtop,Janesville
243,2022-01-23,Male,1610000.0,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,06457-3834,Passenger,Middletown
244,2022-01-23,Female,1540000.0,Iceberg Rentals,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,53546-9427,Sedan,Janesville
245,2022-01-23,Male,1285000.0,McKinney Dodge Chrysler Jeep,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39500,85257-3102,SUV,Scottsdale
246,2022-01-23,Male,1400000.0,Enterprise Rent A Car,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,Aurora
247,2022-01-23,Male,1200000.0,Scrivener Performance Engineering,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,38701-8047,Hatchback,Greenville
248,2022-01-23,Male,1720000.0,Chrysler of Tri-Cities,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,99301-3882,SUV,Middletown
249,2022-01-23,Female,600000.0,U-Haul CO,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,78758-7841,Hardtop,Austin
250,2022-01-24,Male,457000.0,Saab-Belle Dodge,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21000,60504-7114,SUV,Aurora
251,2022-01-24,Male,2450000.0,C & M Motors Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,60504-7114,Hatchback,Aurora
252,2022-01-24,Male,1975000.0,Motor Vehicle Branch Office,Ford,Ranger,Overhead Camshaft,Manual,Black,18500,78758-7841,Hatchback,Austin
253,2022-01-24,Female,860000.0,Star Enterprises Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,SUV,Pasco
254,2022-01-24,Male,944000.0,Classic Chevy,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,Sedan,Greenville
255,2022-01-26,Male,1135000.0,Scrivener Performance Engineering,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21500,38701-8047,SUV,Greenville
256,2022-01-26,Female,2210000.0,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Sedan,Greenville
257,2022-01-26,Male,316000.0,Nebo Chevrolet,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,SUV,Middletown
258,2022-01-26,Male,1151000.0,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41100,53546-9427,Passenger,Janesville
259,2022-01-26,Male,1385000.0,Clay Johnson Auto Sales,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22500,78758-7841,Hatchback,Pasco
260,2022-01-27,Female,700000.0,Star Enterprises Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,99301-3882,SUV,Pasco
261,2022-01-27,Male,1542000.0,Suburban Ford,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20200,53546-9427,SUV,Janesville
262,2022-01-27,Female,962000.0,Tri-State Mack Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,59000,85257-3102,Sedan,Scottsdale
263,2022-01-27,Male,1290000.0,U-Haul CO,Volvo,S70,Overhead Camshaft,Manual,Black,22000,78758-7841,SUV,Austin
264,2022-01-27,Male,2250000.0,Chrysler of Tri-Cities,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,57000,99301-3882,SUV,Pasco
265,2022-01-27,Female,2155000.0,Chrysler Plymouth,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,53546-9427,SUV,Janesville
266,2022-01-27,Male,13500.0,Classic Chevy,Acura,RL,Overhead Camshaft,Manual,Black,18000,85257-3102,SUV,Scottsdale
267,2022-01-27,Female,13500.0,Clay Johnson Auto Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Passenger,Austin
268,2022-01-27,Female,807000.0,New Castle Ford Lincoln Mercury,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,60504-7114,Hatchback,Aurora
269,2022-01-27,Female,825000.0,Pars Auto Sales,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,82000,38701-8047,Hatchback,Greenville
270,2022-01-27,Female,720000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,99301-3882,Hatchback,Pasco
271,2022-01-27,Female,850000.0,Progressive Shippers Cooperative Association No,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,53546-9427,Hatchback,Janesville
272,2022-01-27,Male,1130000.0,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,85257-3102,Hatchback,Scottsdale
273,2022-01-27,Male,13500.0,U-Haul CO,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Sedan,Austin
274,2022-01-27,Male,1370000.0,Buddy Storbeck's Diesel Service Inc,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Sedan,Middletown
275,2022-01-27,Male,1311000.0,C & M Motors Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19100,60504-7114,Sedan,Aurora
276,2022-01-27,Female,1280000.0,Diehl Motor CO Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,06457-3834,SUV,Janesville
277,2022-01-27,Male,2000000.0,Enterprise Rent A Car,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,60504-7114,Passenger,Scottsdale
278,2022-01-27,Female,13500.0,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Hatchback,Austin
279,2022-01-27,Male,650000.0,Hatfield Volkswagen,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,SUV,Janesville
280,2022-01-28,Male,1290000.0,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,Passenger,Janesville
281,2022-01-28,Male,13500.0,Diehl Motor CO Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,Middletown
282,2022-01-28,Female,911000.0,Rabun Used Car Sales,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,85257-3102,Hatchback,Scottsdale
283,2022-01-28,Male,1150000.0,Capitol KIA,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,33000,38701-8047,Passenger,Greenville
284,2022-01-28,Male,655000.0,Iceberg Rentals,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,25000,53546-9427,Sedan,Scottsdale
285,2022-01-30,Male,470000.0,Rabun Used Car Sales,Honda,Accord,Overhead Camshaft,Manual,Black,43000,85257-3102,Sedan,Scottsdale
286,2022-01-30,Male,1180000.0,Race Car Help,BMW,328i,Overhead Camshaft,Manual,Pale White,21001,78758-7841,Sedan,Austin
287,2022-01-30,Male,1195000.0,Ryder Truck Rental and Leasing,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11501,06457-3834,Hatchback,Middletown
288,2022-01-30,Female,1420000.0,Enterprise Rent A Car,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,60504-7114,Hatchback,Aurora
289,2022-01-30,Male,13500.0,Gartner Buick Hyundai Saab,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,38701-8047,SUV,Greenville
290,2022-01-30,Male,13500.0,Hatfield Volkswagen,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,99301-3882,Hatchback,Pasco
291,2022-01-30,Male,916000.0,Race Car Help,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Passenger,Austin
292,2022-01-30,Female,592000.0,Ryder Truck Rental and Leasing,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,06457-3834,Hatchback,Middletown
293,2022-01-30,Male,750000.0,Saab-Belle Dodge,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,60504-7114,Hatchback,Aurora
294,2022-01-30,Male,1900000.0,Chrysler of Tri-Cities,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54000,99301-3882,Passenger,Pasco
295,2022-01-30,Female,1410000.0,Chrysler Plymouth,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,53546-9427,Hatchback,Janesville
296,2022-01-30,Male,1125000.0,New Castle Ford Lincoln Mercury,Honda,Passport,Overhead Camshaft,Manual,Pale White,27500,60504-7114,Hardtop,Aurora
297,2022-01-30,Female,580000.0,McKinney Dodge Chrysler Jeep,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,Austin
298,2022-01-30,Male,710000.0,Motor Vehicle Branch Office,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,78758-7841,Sedan,Middletown
299,2022-01-30,Female,335000.0,Nebo Chevrolet,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22000,06457-3834,SUV,Aurora
300,2022-01-31,Female,13500.0,Saab-Belle Dodge,Ford,Focus,Overhead Camshaft,Manual,Pale White,24000,60504-7114,SUV,Aurora
301,2022-01-31,Male,1012500.0,Scrivener Performance Engineering,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24250,38701-8047,SUV,Greenville
302,2022-01-31,Female,970000.0,Star Enterprises Inc,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,99301-3882,SUV,Pasco
303,2022-01-31,Female,1495000.0,Iceberg Rentals,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54500,53546-9427,SUV,Janesville
304,2022-01-31,Male,13500.0,McKinney Dodge Chrysler Jeep,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,85257-3102,Sedan,Scottsdale
305,2022-01-31,Male,13500.0,Motor Vehicle Branch Office,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,37000,78758-7841,Hatchback,Austin
306,2022-01-31,Female,922000.0,Scrivener Performance Engineering,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,38701-8047,SUV,Greenville
307,2022-01-31,Female,1130000.0,Star Enterprises Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,99301-3882,Hatchback,Pasco
308,2022-01-31,Female,13500.0,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,53546-9427,Passenger,Janesville
309,2022-01-31,Male,1090000.0,Clay Johnson Auto Sales,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,78758-7841,SUV,Austin
310,2022-01-31,Male,630100.0,Diehl Motor CO Inc,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25100,06457-3834,Hatchback,Middletown
311,2022-01-31,Male,1350000.0,Enterprise Rent A Car,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,60504-7114,Hatchback,Aurora
312,2022-01-31,Male,1330000.0,New Castle Ford Lincoln Mercury,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,34000,60504-7114,Passenger,Greenville
313,2022-01-31,Female,591000.0,Rabun Used Car Sales,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,85257-3102,Hardtop,Aurora
314,2022-01-31,Male,13500.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,99301-3882,Hatchback,Janesville
315,2022-02-03,Male,1030000.0,Suburban Ford,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,53546-9427,Sedan,Janesville
316,2022-02-03,Female,13500.0,Tri-State Mack Inc,Acura,RL,Overhead Camshaft,Manual,Black,18000,85257-3102,SUV,Scottsdale
317,2022-02-03,Female,927000.0,U-Haul CO,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Sedan,Austin
318,2022-02-03,Male,840000.0,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,06457-3834,SUV,Middletown
319,2022-02-03,Male,730000.0,C & M Motors Inc,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25000,60504-7114,SUV,Aurora
320,2022-02-03,Male,770000.0,Capitol KIA,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,38701-8047,SUV,Greenville
321,2022-02-03,Female,1125000.0,Nebo Chevrolet,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13500,06457-3834,Passenger,Middletown
